CESU Name,Federal Agency,Fiscal Year,Award Number,Local Number,Partner,Location,Project Title,Type,Discipline,Initial Amount,Added Amount,Total Amount,Partner Principal Investigator First Name,Partner Principal Investigator Last Name,Federal Tech Rep First Name,Federal Tech Rep Last Name,Federal Project Lead First Name,Federal Project Lead Last Name,Students Involved,Sensitive Data,Description,Notes,Received Date,Reviewed Date,Approved Date,Start Date,End Date,Project Status,Awarding Office,Modification Status,Modification Number,Modification Type,Modification Approved Date,Deliverables Received,Files
Colorado Plateau (COPL),National Park Service,2017,P17AC00068,,Utah State University,SCPN,Identification & Enumeration of Aquatic Macroinvertebrates to Support Long-term Monitoring of Aquatic Macroinvertebrate Communities in National Park Service Units of the Southern Colorado Plateau Network; Utah State University – 2017,Technical Assistance,Natural,"$12,150.00",$0.00,"$12,150.00",Scott,Miller,Rebecca,Weissinger,,,Yes,No,,,,,,1/12/17,1/13/19,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00070,,University of New Mexico,BAND,Frijoles Mesa Test Excavation at LA060339,Research,Cultural,"$34,929.00",$0.00,"$34,929.00",Robert,Dello-Russo,Jamie,Civitello,,,Yes,Yes,,,,,,3/1/17,12/31/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00104,,University of New Mexico,NTIR,Student experience in national trails landscape architectural development activities,Research,Cultural,"$4,334.00",$0.00,"$4,334.00",Alf,Simon,Steve,Burns,,,Yes,No,,,,,,1/30/17,12/31/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00105,,University of Arizona,WACC| LIBI,Perform Exhibit Conservation for Little Bighorn Battlefield National Monument,Technical Assistance,Cultural,"$153,170.00",$0.00,"$153,170.00",Pearce Paul,Creasman,Tef,Rodeffer,,,Yes,Yes,,,,,,12/30/16,6/1/21,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00108,,University of Utah,IMRO,Colorado Plateau Dark Skies Cooperative Coordinator Internship,Educational,Interdisciplinary,"$66,200.00","$102,999.00","$169,199.00",Stephen,Goldsmith,Randy,Stanley,,,Yes,No,,,,,,12/30/16,12/15/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00151,,Northern Arizona University,SCPN,Monitoring Surveys (2017) to Support Long-Term Monitoring of Bird Communities in National Park Service Units (GRCA and WUPA) of the Southern Colorado Plateau Network,Research,Natural,"$95,529.00",$0.00,"$95,529.00",Jennifer,Holmes,Rebecca,Weissinger,,,No,No,,,,,,3/8/17,7/31/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00169,,Northern Arizona University,TUZI,Tracking Threatened Northern Mexican Gartersnakes in Tavasci Marsh,Technical Assistance,Natural,"$18,233.00","$4,410.00","$22,643.00",Ericka,Nowak,Tina,Greenawalt,,,No,Yes,,,,,,3/1/17,9/30/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00193,,University of Arizona,ELMO,National Register Nomination for the Atsinna and North Atsinna Pueblos,Technical Assistance,Cultural,"$66,252.00","$66,000.00","$132,252.00",T.J.,Ferguson,Steve,Baumann,,,Yes,Yes,,,,,,3/1/17,8/31/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00243,,University of New Mexico,PARA,Microbial Defense Against WNS in Bat Microbiota in Grand Canyon-Parashant National Monument,Research,Natural,"$35,000.00","$60,000.00","$95,000.00",Diana,Northup,Eathan,McIntyre,,,Yes,Yes,,,,,,4/1/17,12/31/19,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00244,,Northern Arizona University,GRCA,Hydrologic Assessment of Grand Canyon National Park’s Source Water and Associated Groundwater Monitoring and Modeling,Research,Natural,"$182,354.00","$242,774.00","$425,128.00",Abraham,Springer,Ronda,Newton,,,Yes,No,,,,,,4/19/17,9/30/19,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00296,,Museum of Northern Arizona,WHSA,Comprehensive Agreement for Inadvertent Discoveries Under NAGPRA,Technical Assistance,Cultural,"$108,491.00","$25,000.00","$133,491.00",Kimberly,Spurr,David,Bustos,,,No,Yes,,,,,,4/3/17,8/30/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00314,,Museum of Northern Arizona,FLAG,Complete Portion of FLAG Museum Collection Condition Survey,Technical Assistance,Cultural,"$19,423.00","$35,552.00","$54,975.00",Elaine,Hughes,Gwenn,Gallenstein,,,Yes,No,,,,,,4/15/17,10/1/19,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00345,,Northern Arizona University,WACA,Santa Rosa and San Miguel Island Fox Demographic Analysis,Technical Assistance,Cultural,"$35,000.00",$0.00,"$35,000.00",Chris,Downum,Ian,Hough,,,Yes,Yes,,,,,,5/1/17,12/15/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00350,,Northern Arizona University,WACA,WACA Rock Imagery Documentation and Virtual Tour,Technical Assistance,Cultural,"$35,000.00","$6,747.00","$41,747.00",Chris,Downum,Ian,Hough,,,Yes,No,,,,,,5/1/17,12/31/19,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00353,,Museum of Northern Arizona,WUPA| WACA,Conduct Archeological Site Preservation Study-WUPA Rock Art Salts and WACA Architecture Mortars,Research,Cultural,"$15,000.00","$6,048.00","$21,048.00",Kirk,Anderson,Ian,Hough,,,Yes,Yes,,,,,,5/1/17,5/1/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00397,,Museum of Northern Arizona,WACC,Osteological Analysis to Identify Human Remains in Faunal Bone Collections,Technical Assistance,Interdisciplinary,"$11,902.00",$0.00,"$11,902.00",Kimberly,Spurr,Brenda,McLain,,,Yes,Yes,,,,,,4/15/17,3/1/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00456,,Northern Arizona University,SCPN,Field Ecology and Technical Support for Long-term Monitoring in National Parks of the Southern Colorado Plateau Network – 2017,Research,Natural,"$151,394.00","$63,500.00","$214,894.00",James,Allen,Megan,Swan,,,Yes,No,,,,,,8/23/17,5/15/19,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00466,,Northern Arizona University,FLAG,Analysis of Walnut Canyon and Wupatki National Monument Archeological Animal Bones,Technical Assistance,Interdisciplinary,"$28,161.00","$4,890.00","$33,051.00",Chrissina,Burke,Gwenn,Gallenstein,,,No,No,,,,,,8/1/17,12/1/19,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00471,,Museum of Northern Arizona,SEUG,"Comprehensive Agreement to Address Inadvertent Discoveries under NAGPRA at the parks of the Southeast Utah Group (Arches and Canyonlands National Parks, Hovenweep and Natural Bridges National Monuments)",Technical Assistance,Cultural,"$94,705.00",$0.00,"$94,705.00",Kimberly,Spurr,Thann,Baker,,,No,Yes,,,,,,5/1/17,1/31/19,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00473,,Utah State University,DINo,Creating and Updating Site Files and Data Input for Archaeological Sites located within DiNosaur National Monument,Technical Assistance,Cultural,"$9,682.00",$0.00,"$9,682.00",Judson,Finley,Lisa,Baldwin,,,Yes,Yes,,,,,,5/1/17,7/1/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00586,,University of Arizona,BITH| PECO| SUCR| WACA| WUPA| PAIS,Survey and Preserve Prehistoric and Historic Museum Collections,Technical Assistance,Cultural,"$83,253.00","$16,233.00","$99,486.00",Pearce Paul,Creasman,Tef,Rodeffer,,,Yes,Yes,,,,,,6/1/17,8/31/20,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00600,,Northern Arizona University,GRCA,"Monitoring, Inventory, Public Outreach, and Trace Fossil Research for Paleontological Resources within Grand Canyon National Park",Research,Natural,"$44,413.00","$25,436.64","$69,849.64",David,Elliot,Ronda,Newton,,,Yes,No,,,,,,7/1/17,9/30/19,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00605,,"University of Nevada, ReNo",SCPN,Climate Monitoring and Climate Station Support for Arizona NPS Stations formerly in the U.S. Regional Climate Reference Network,Technical Assistance,Natural,"$12,876.00",$0.00,"$12,876.00",Greg,McCurdy,Mary,Anne,,,No,No,,,,,,5/26/17,12/31/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00633,,University of Arizona,GRCA,Multiple Properties Documentation Form of Grand Canyon as a Traditional Cultural Property,Technical Assistance,Cultural,"$76,784.00",$0.00,"$76,784.00",T.J.,Ferguson,Ellen,Brennan,,,Yes,Yes,,,,,,6/19/17,12/31/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00684,,Colorado State University,PECO,Pinyon-Juniper Forest Condition Assessment and Management Strategies,Technical Assistance,Interdisciplinary,"$24,869.00",$0.00,"$24,869.00",William,Romme,Jeremy,Moss,,,Yes,No,,,,,,7/1/17,3/30/20,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00699,,University of Pennsylvania,NERO,Cultural Resources Transfer of KNowledge Education Project,Technical Assistance,Cultural,"$39,926.50",$0.00,"$39,926.50",Randy,Mason,April,Antonellis,,,Yes,No,,,,,,9/15/17,9/30/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00761,,Northern Arizona University,GRCA,"Development of Online Launch Calendar, Phase III",Technical Assistance,Interdisciplinary,"$27,608.00","$88,860.00","$116,468.00",Eck,Doerry,Ronda,Newton,,,Yes,Yes,,,,,,6/15/17,11/1/19,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00765,,Utah State University,ZION,Analyzing Impacts to Archeological Resources in High Visitor Use Corridors,Technical Assistance,Cultural,"$29,134.36",$0.00,"$29,134.36",Judon,Finley,Amber,Van,,,Yes,Yes,,,,,,7/1/17,12/31/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00774,,University of New Mexico,PECO,Archaeological Data Recovery and Testing at Kozlowksi’s Trading Post,Research,Cultural,"$67,119.00",$0.00,"$67,119.00",Robert,Dello-Russo,Jeremy,Moss,,,Yes,Yes,,,,,,8/1/17,8/1/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00788,,University of Pennsylvania,NCRO,Cultural Landscapes Inventory & EthNographic Assessment – DC Small Park Reservations,Technical Assistance,Cultural,"$56,000.00","$56,000.00","$112,000.00",Randall,Mason,Maureen,Joseph,,,Yes,No,,,,,,6/7/17,6/30/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00796,,Utah State University,IMRO| CAGR,Natural Resource Condition Assessment for Casa Grande Ruins National Monument,Technical Assistance,Natural,"$65,727.80",$0.00,"$65,727.80",Mark,Brunson,Phyllis,Pineda,,,No,No,,,,,,7/12/17,6/30/19,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00798,,Utah State University,IMRO| TUMA,Natural Resource Condition Assessment for Tumacacori National Historical Park,Technical Assistance,Natural,"$24,157.71",$0.00,"$24,157.71",Mark,Brunson,Phyllis,Pineda,,,No,No,,,,,,7/12/17,6/30/19,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00799,,Colorado State University,MEVE,"Monitoring and Data Development for Special Status Plants and Pollinators in Mesa Verde National Park, Montezuma County, Colorado – 2017",Research,Natural,"$19,000.00","$23,479.00","$42,479.00",Jill,Handwerk,Tova,Spector,,,No,No,,,,,,6/15/17,9/30/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00800,,University of New Mexico,NTIR,Student Experience in National Trails Spanish-language Translation Projects,Educational,Cultural,"$23,693.00","$19,644.00","$43,337.00",Anna,Nogar,Angelica,Sanchez-Clark,,,Yes,No,,,,,,8/1/17,12/31/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00804,,Archaeology Southwest,WACC,"Promote Access, Research, Cataloging and Preservation of National Park Service Museum Collections",Educational,Interdisciplinary,"$18,000.00",$0.00,"$18,000.00",William,Doelle,Brenda,McLain,,,Yes,Yes,,,,,,7/1/17,5/31/19,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00841,,University of Arizona,WACC,Promote Access to National Park Service Archives,Educational,Interdisciplinary,"$91,515.00",$0.00,"$91,515.00",Bruce,Fulton,Khaleel,Saba,,,Yes,Yes,,,,,,7/1/17,6/30/20,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00846,,University of Arizona,WACC,Promote Accessibility and Research of National Park Service Collections,Educational,Interdisciplinary,"$59,816.14","$18,500.00","$78,316.14",Pearce Paul,Creasman,Brenda,McLain,,,Yes,Yes,,,,,,7/1/17,1/31/19,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00848,,University of Arizona,NTIR,Western Archeological and Conservation Center and National Trails Intermountain Region,Educational,Interdisciplinary,"$70,000.00",$0.00,"$70,000.00",Bruce,Fulton,Khaleel,Saba,,,Yes,Yes,,,,,,7/1/17,6/30/19,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00850,,Utah State University,IMRO| TONT,Natural Resource Condition Assessment for Tonto National Monument,Technical Assistance,Natural,"$74,137.22",$0.00,"$74,137.22",Mark,Brunson,Phyllis,Pineda,,,No,No,,,,,,7/12/17,6/30/19,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00859,,University of New Mexico,WHSA,"Condition Assessment and Intensive Survey for Lake Lucero Site, LA 21162",Research,Cultural,"$59,055.00","$71,680.00","$130,735.00",Robert,Dello-Russo,David,Bustos,,,No,Yes,,,,,,8/8/17,10/31/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00865,,University of Pennsylvania,IMRCR,Provide Interns with Experiential Learning Opportunities in Historic Preservation,Educational,Cultural,"$40,683.00",$0.00,"$40,683.00",Frank,Matero,Lauren,Meyer,,,Yes,No,,,,,,7/28/17,1/1/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00876,,University of Arizona,WACC,Improve Access to Information on Cultural and Natural Resources,Technical Assistance,Interdisciplinary,"$84,535.00","$3,996.00","$88,531.00",Pearce Paul,Creasman,Khaleel,Saba,,,Yes,Yes,,,,,,7/1/17,9/30/20,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00880,,University of Arizona,WACC,Facilitate Library Integration,Technical Assistance,Interdisciplinary,"$16,815.00",$0.00,"$16,815.00",Bruce,Fulton,Khaleel,Saba,,,Yes,No,,,,,,8/1/17,3/1/19,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00901,,Colorado State University,GRCA,Soundscape Analysis and Report Writing,Technical Assistance,Interdisciplinary,"$69,455.00","$71,966.00","$141,421.00",Lisa,Angeloni,Ronda,Newton,,,Yes,No,,,,,,8/1/17,9/30/19,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00904,,The Arboretum at Flagstaff,GRCA,Mitigate Endangered Bird Habitat Prior to Tamarisk Defoliation by the Northern Tamarisk Beetle,Technical Assistance,Natural,"$76,561.00","$7,224.00","$83,785.00",Kristin,Haskins,Ronda,Newton,,,No,Yes,,,,,,7/18/17,12/31/19,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00941,,Utah State University,IMRO| MOCA| TUZI,Natural Resource Condition Assessment for Montezuma Castle and Tuzigoot National Monuments,Technical Assistance,Natural,"$52,490.37",$0.00,"$52,490.37",Mark,Brunson,Phyllis,Pineda,,,No,No,,,,,,7/1/17,6/30/19,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00945,,Museum of Northern Arizona,GLCA,Lakeshore Archeological Site Condition Assessment,Technical Assistance,Interdisciplinary,"$99,500.00","$83,123.00","$182,623.00",Kimberly,Spurr,Ken,Hyde,,,Yes,Yes,,,,,,7/25/17,9/30/19,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00946,,Museum of Northern Arizona,GLCA| RABR,GLCA/RABR Archeological Resource Protection Plan for Grazing and Other KNown Impacts,Technical Assistance,Interdisciplinary,"$80,000.00",$0.00,"$80,000.00",Kimberly,Spurr,Ken,Hyde,,,Yes,Yes,,,,,,7/25/17,9/30/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00952,,Museum of Northern Arizona,GLCA,Southwestern Spring Ecosystems Symposium,Technical Assistance,Natural,"$11,710.00",$0.00,"$11,710.00",Larry,Stevens,Lonnie,Pilkington,,,No,No,,,,,,8/1/17,12/31/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00953,,Utah State University,IMRO| GICL,Natural Resource Condition Assessment for Gila Cliff Dwellings National Monument,Technical Assistance,Natural,"$29,226.04",$0.00,"$29,226.04",Mark,Brunson,Phyllis,Pineda,,,No,No,,,,,,7/25/17,6/30/19,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00995,,Colorado Mesa University,IMRO,Rosebud Battlefield NHL State Park Fire Line and Fire Break Archeological Assessment,Technical Assistance,Cultural,"$12,352.00",$0.00,"$12,352.00",Douglas,Scott,Skylar,Bauer,,,Yes,Yes,,,,,,8/1/17,12/31/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00999,,Northern Arizona University,FLAG,Restoration Genetics of Native Colorado River Plant Species,Research,Natural,"$21,591.00",$0.00,"$21,591.00",Gery,Allan,Ronda,Newton,,,Yes,No,,,,,,7/1/17,9/30/20,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC01065,,New Mexico State University,IMRO,Reinvestigation of Existing Archaeological Sites at Alkali Ridge NHL,Research,Cultural,"$11,765.00",$0.00,"$11,765.00",Fumi,Arakawa,Skylar,Bauer,,,Yes,Yes,,,,,,7/11/17,7/31/19,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC01075,,Utah State University,BAND,Bandelier National Monument Native Bee Survey,Research,Natural,"$9,998.00",$0.00,"$9,998.00",Joe,Wilson,Jeremy,Sweat,,,No,No,,,,,,7/1/17,11/30/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC01091,,Museum of Northern Arizona,GLCA,Lake Canyon Grazing Allotment Cultural Resource Inventory,Technical Assistance,Interdisciplinary,"$98,000.00",$0.00,"$98,000.00",Kimberly,Spurr,Ken,Hyde,,,No,No,,,,,,7/25/17,9/30/19,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC01149,,Colorado Mesa University,COLM,Behind the Scenes with Underserved Teens - Digital Media Film Camp at Colorado National Monument,Educational,Interdisciplinary,"$10,234.00",$0.00,"$10,234.00",Gregory,Mikolai,Danguole,Bockus,,,Yes,No,,,,,,7/20/17,7/17/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC01150,,Colorado Mesa University,GUMO,Pine Springs Buffalo Soldier Camp Archaeological Overview and Assessment and Management Plan,Technical Assistance,Cultural,"$62,198.70","$10,267.00","$72,465.70",Douglas,Scott,Mike,MedraNo,,,Yes,No,,,,,,8/15/17,5/31/20,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC01202,,Colorado State University,IMRO,Support Participation in CSU’s International Protected Area Management Courses from Comisión Nacional de Áreas Naturales Protegidas (CONANP) in Mexico,Educational,Interdisciplinary,"$15,028.25",$0.00,"$15,028.25",Ryan,Finchum,Krista,Muddle,,,No,No,,,,,,7/26/17,9/30/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC01218,,Colorado State University,FMPC,Budget Roll Up and Allocation- Park to Region to National,Research,Interdisciplinary,"$98,004.00",$0.00,"$98,004.00",Douglas,Rideout,Sheila,Williams,,,Yes,No,,,,,,9/30/17,9/30/21,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC01224,,University of Arizona,WACC| GUMO| CACH| PAIS,Conserve Archeology Collections,Educational,Interdisciplinary,"$99,500.00",$0.00,"$99,500.00",Pearce Paul,Creasman,Tef,Rodeffer,,,Yes,Yes,,,,,,8/15/17,8/31/21,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC01302,,University of New Mexico,NTIR,Student Experience in National Trails Interdisciplinary Course Development,Educational,Interdisciplinary,"$32,519.00","$13,791.00","$46,310.00",Frederick,Gibbs,Angelica,Sanchez-Clark,,,Yes,No,,,,,,8/17/17,1/31/20,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC01315,,"University of Texas, San Antonio",SAAN,Comprehensive Agreement for Inadvertent Discoveries Under NAGPRA,Technical Assistance,Cultural,"$99,932.00",$0.00,"$99,932.00",William,Dupont,Susan,SNow,,,Yes,No,,,,,,8/15/17,9/30/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC01321,,University of Pennsylvania,MEVE,Complete Historic Structures Reports for Quarters 5 and 6,Technical Assistance,Cultural,"$39,642.00",$0.00,"$39,642.00",Frank,Matero,Allan,Loy,,,Yes,No,,,,,,8/22/17,6/30/18,,,,,,,,
