Federal Partner,FY,J Number,Award Number,Continuation of,Partner,Park/Location,Project Title,Key Official (last),Key Official (first),Investigator-L,Investigator-F,Start Date,Stop Date,Project Discipline,Partner Award,Match Amount,Award Amount,Current Funding Amount,Original Award Total,Annual Research & Design Rpt Code,CA Account Number,Account Number,Area/Org,Ext 1,Ext 2,Ext 3,PWE,Description,Fund Source,Project Product,Received,Sent to TIC,Notes,Electronic Version Received,Mod .1 Date,Mod .1 Amount,mod 1 match,Mod .1 Notes,Mod .2 Date,Mod .2 Amount,mod 2 match,Mod .2 Notes,Mod .3 Date,Mod .3 Amount,mod 3 match,Mod .3 Notes,Mod .4 Date,Mod .4 Amount,mod 4 match,Mod .4 Notes,Mod .5 Date,Mod .5 Amount,mod 5 match,Mod .5 Notes,Mod .6 Date,Mod .6 Amount,mod 6 match,Mod .6 Notes,Project Type,project supported students,Student Status,Sensitive Data,Funding Amount,NPS Closed,Principle Investigator Name,Key Official Name
National Park Service (NPS),2010,10AC00159,ASU-059,,Arizona State University (ASU),CAGR,"Historic Resource Study, Phase II",,,,,2010-03-15 00:00,2013-04-15 00:00,Cultural,$0.00 ,$0.00 ,"$13,705.00 ","$13,705.00 ",$0.00 ,0,H1200090005,8610-9010-UCH,,,,,UCH,,,Final Report,May-13,Nov-14,R8610100003,1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,1,,0,,1,Nancy Dallett,Karl Cordova
National Park Service (NPS),2010,7160100002,UNM-044,,University of New Mexico (UNM),CAVO,Archaeological Survey Final Report for Capulin Volcano National Monument Phase II,,,Hogan,Patrick,2010-04-15 00:00,2011-06-30 00:00,Cultural,$0.00 ,$0.00 ,"$4,450.00 ","$4,450.00 ",$0.00 ,0,H1200090005,7160-CAS0-W13,,,,,W13,,,Final Report,Jul-11,Aug-11,Final report is for both UNM-41 and 44.,1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,1,,0,,1,Patrick Hogan,Kim Struthers
National Park Service (NPS),2010,7127100102,UNM-058,,University of New Mexico (UNM),BAND,"Structural Assessment and Monitoring of Cavate B002, Bandelier National Monument, Phase II:  Tuff Testing and Analysis",,,Porter,Douglas,2010-08-30 00:00,2012-02-28 00:00,Cultural,$0.00 ,$0.00 ,"$7,050.00 ","$7,050.00 ",$0.00 ,0,H1200090005,7127-1001-CYA,,,,,CYA,,,Final Report,Aug-12,Oct-12,Report covers UNM-58 and 36.,1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,,0,,1,Douglas Porter,Shannon Dennison
National Park Service (NPS),2010,10AC00073,SUU-024,,Southern Utah University (SUU),BRCA,Under-the-Rim Archeological Inventory,Stock,Jeff,Dean,Emily,2010-08-01 00:00,2012-12-01 00:00,Cultural,$0.00 ,$0.00 ,"$29,500.00 ","$29,500.00 ",$0.00 ,0,H1200090005,1334-1020-UCA,,,,,UCA,,,Final Report,,,R1330100050,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,0,,0,,1,Emily Dean,Jeff Stock
National Park Service (NPS),2010,8219101231,NAU-379,,Northern Arizona University (NAU),GRCA,Design Resource Stewardship Guide for Colorado River and Wilderness Backcountry Areas in Grand Canyon National Park,Rodgers,Jane,Belnap,Ryan,2010-08-15 00:00,2011-09-30 00:00,Interdisciplinary,$0.00 ,$0.00 ,"$9,664.00 ","$9,664.00 ",$0.00 ,0,H1200090005,8219-178B-P8N 8219-163D-N8B,,,,,P8N,,,Final Report,Jul-11,Aug-11,,1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,,0,,1,Ryan Belnap,Jane Rodgers
National Park Service (NPS),2010,8219101258,NAU-381,,Northern Arizona University (NAU),GRCA,Wildlife Database Development for the Grand Canyon National Park,Nebel,Mark,Huang,Ruthong,2010-08-01 00:00,2011-06-16 00:00,Natural,$0.00 ,$0.00 ,"$3,402.61 ","$3,402.61 ","$4,818.00 ",0,H1200090005,8219-1076-703,EGR3ES2,,,,703,,,Final Report,Aug-12,Dec-12,Electronic report on mini-jump drive. Single report received for NAU-309 and 381.,1,2011-03-14 00:00,$0.00 ,$0.00 ,"This is an update to the Period of Performance, changing the end date to 5/15/12.",2011-07-26 00:00,"($1,415.39)",$0.00 ,"These funds are being transferred to a new account, GGR3EXQ, under the direction of a new PI, Dr. Ruthong Huang. Also, the new end date is 6/16/11.",,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,1,,0,,1,Dan Li,Mark Nebel
National Park Service (NPS),2010,8226100035,NAU-378,,Northern Arizona University (NAU),GRCA,Jurisdictional Inventory Intern,,,English,Karan,2010-05-15 00:00,2010-12-31 00:00,Natural,$0.00 ,$0.00 ,"$5,762.00 ","$5,762.00 ",$0.00 ,0,H1200090005,8226-1003-LZL,EMA3EP3,,,,LZL,,,Final Report,4/2011,4/2011,,1,2010-09-23 00:00,$0.00 ,$0.00 ,The official award attached removes this account from At-Risk status.  Increase in budget.,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Educational,0,,0,,1,Karan English,Jane Rodgers
National Park Service (NPS),2010,10AC00215,USUCP-050,,Utah State University (USU),CARE,Paiutes of Capitol Reef Park,,,,,2010-08-01 00:00,2012-12-31 00:00,Interdisciplinary,$0.00 ,$0.00 ,"$10,000.00 ","$10,000.00 ",$0.00 ,0,H1200090005,1350-10CE-RYY,,,,,RYY,,,Final Report,Jan-14,Jan-14,R1350100015,1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,1,,0,,1,Mark Brunson,David Worthington
National Park Service (NPS),2010,2121100004,USUCP-051,,Utah State University (USU),SCPN,Identification and Enumeration of Aquatic Macroinvertebrate Samples to Support Long-Term Monitoring of Aquatic Macroinvertebrate Communities in National Park Service Units of the Southern Colorado Plateau Network,,,,,2010-09-30 00:00,2011-12-31 00:00,Natural,,$0.00 ,"$11,515.00 ","$11,515.00 ",$0.00 ,0,H1200090005,2121-2002-NII,,,,,NII,,,Final Report,Jul-12,Jul-12,,1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,,0,,1,Scott Miller,Lisa Thomas
National Park Service (NPS),2010,10AC00216,USUCP-052,,Utah State University (USU),DINO,"Evaluation of Integrated Restoration Methods for Cub Creek Watershed Phase III, Dinosaur National Monument, Unitah County, Utah",,,,,2010-08-01 00:00,2014-09-30 00:00,Natural,$0.00 ,$0.00 ,"$57,000.00 ","$57,000.00 ",$0.00 ,0,H1200090005,1400-CF01-NFP,,,,,NFP,,,Final Report,,Jul-12,R1404104172,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,1,,0,,1,Corey Ransom,Tamara Naumann
National Park Service (NPS),2010,10AC00130,UAZCP-234,,University of Arizona (UAZ),NCAM,North Central Arizona Monuments Zooarcheological Analysis of Collections At the Western Archeological and Conservation Center WACC,,,,,2010-09-01 00:00,2013-01-31 00:00,Cultural,$0.00 ,$0.00 ,"$5,531.00 ","$5,531.00 ",$0.00 ,0,H1200090005,7470-2010-SZM 7475-1001-CYA,,,,,SZM,,,Final Report,Nov-11,Jul-12,"Includes MOCA, SUCR, TUZI, WACA and WUPA
R7470100402",1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,0,,0,,1,Barnet Pavao-Zuckerman,Gwenn Gallenstein
National Park Service (NPS),2010,7390100024,MNA-041,,Museum of Northern Arizona (MNA),NAVA,Archival Re-housing of Perishable Artifacts from Navajo National Monument Housed at the Museum of Northern Arizona,,,,,2010-08-01 00:00,2011-10-31 00:00,Cultural,$0.00 ,$0.00 ,"$4,259.38 ","$4,259.38 ",$0.00 ,0,H1200090005,7430-CZA,,,,,CZA,,,Final Report,Nov-11,Jul-12,,1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,,0,,1,Jennifer Glennon,Ellen Brennan
National Park Service (NPS),2010,10AC00223,ASU-063,,Arizona State University (ASU),MEVE YUHO,Conduct Ethnographic Overview and Assessment of Mesa Verde National Park and Yucca House National Monument Phase III,,,,,2010-08-02 00:00,2014-12-31 00:00,Cultural,$0.00 ,$0.00 ,"$35,000.00 ","$35,000.00 ",$0.00 ,0,H1200090005,1496-0830-UCE,,,,,UCE,,,Final Report,,,R1496100202,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,0,,0,,1,Elizabeth Brandt,Tara Travis
National Park Service (NPS),2010,10AC00105,WSUCP-004,,Weber State University (WSU),BRCA,Bryce Canyon National Park Inventory of Paleontological Resources in Cretaceous Rocks:  Collection Management,Stock,Jeff,Eaton,,2010-05-01 00:00,2013-05-31 00:00,Natural,$0.00 ,$0.00 ,"$36,787.00 ","$36,787.00 ",$0.00 ,0,H1200090005,1330-411C-P8A,,,,,P8A,,,Final Report,,,R1330100027,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,1,,0,,1,Jeff Eaton,Jeff Stock
National Park Service (NPS),2010,10AC00124,NAU-364,,Northern Arizona University (NAU),WUPA,"Phase I:  Palynology of Recent Playa Deposits, Wupatki National Monument",,,Anderson,Scott,2010-08-01 00:00,2013-12-30 00:00,Natural,$0.00 ,$0.00 ,"$14,822.00 ","$14,822.00 ",$0.00 ,0,H1200090005,7470-10CE-RYY 7470-MWY,"ENV3EQ7, 1000690",2013-12-30 00:00,2014-12-31 00:00,,RYY,,,Final Report,,,R7470100406,0,2012-07-26 00:00,$0.00 ,$0.00 ,Change in period of performance to 12/30/13,,$0.00 ,$0.00 ,Changed award number to P10AC00124.,2014-01-16 00:00,$0.00 ,$0.00 ,Change in period of performance to 12/31/14,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,1,,0,,1,Scott Anderson,Paul Whitefield
National Park Service (NPS),2010,10AC00229,NAU-365,,Northern Arizona University (NAU),SCPN,SCPN-NAU Administrative Technical Support Agreement,,,Hiebert,Ron,2010-08-15 00:00,2013-09-30 00:00,Natural,$0.00 ,$0.00 ,"$210,132.00 ","$210,132.00 ",$0.00 ,0,H1200090005,2121-2002-NII,CSE3ER6,,,,NII,,,Final Report,Jan-14,,"R2121100011
5 reports received for 5 different parks. These 5 reports close out this TA and also NAU-51 (which was closed out ages ago.)",1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Administrative,0,,0,,1,Ron Hiebert,Lisa Thomas
National Park Service (NPS),2010,8650100015,NAU-354,,Northern Arizona University (NAU),TUZI,Surveys for Northern Mexican Gartersnakes in Tavasci Marsh (Tuzigoot National Monument),,,Nowak,Erika,2010-03-01 00:00,2011-07-31 00:00,Natural,$0.00 ,$0.00 ,"$10,000.00 ","$9,871.14 ","$10,000.00 ",0,H1200090005,8650-7111-600,CPR3EL8,,,,600,,,Final Report,Nov-11,Jul-12,,1,2011-12-23 00:00,($128.86),$0.00 ,This action officially deobligates the remaining funds. $128.86 has been deobligated for a final budget of $9871.14.,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,1,,0,,1,Erika Nowak,Sharon Kim
National Park Service (NPS),2010,1330100009,NAU-351,,Northern Arizona University (NAU),BRCA,Year 2- Utah Prairie Dog Management and Conservation Study,,,Cobb,Neil,2009-10-01 00:00,2012-04-01 00:00,Natural,$0.00 ,$0.00 ,"$25,000.00 ","$25,000.00 ",$0.00 ,0,H1200090005,1335-9061-NYS 1335-NZE,MPC3EK6,,,,NYS,,,Final Report,Feb-12,Mar-12,Report for this task agreement combined with NAU-277 and NAU-305,1,2011-08-25 00:00,$0.00 ,$0.00 ,Mod 1 updates the period of performance to 4/1/12.,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,,0,,1,Neil Cobb,Laura Schrage
National Park Service (NPS),2010,7127100043,NAU-353,,Northern Arizona University (NAU),MEVE,Continuation of a Cooperative Partnership with Colorado Plateau Research Station at NAU to Assist with MAPS Stations at  Mesa Verde,,,Johnson,Matthew,2010-04-01 00:00,2011-12-31 00:00,Natural,$0.00 ,$0.00 ,"$7,990.00 ","$7,990.00 ",$0.00 ,0,H1200090005,1496-1000-PZN,,,,,PZN,,,Final Report,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,,0,,1,Matthew Johnson,Stephen Fetig
National Park Service (NPS),2010,10AC00168,UAZCP-216,,University of Arizona (UAZ),CHIR FOBO TONT TUMA,Manage FY10 Museum Collection Reporting and  Catalog Collections,,,,,2010-04-15 00:00,2013-09-30 00:00,Cultural,$0.00 ,$0.00 ,"$19,500.00 ","$19,500.00 ",$0.00 ,0,H1200090005,8620-UCZ 8630-UCA 8680-CZY 8690-200T-PYN,,,,,CZY,,,Final Report,,,"MULTI PWE pwe UCZ not found on list
R8100100112",0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,1,,0,,1,Rich Lange,Kim Beckwith
National Park Service (NPS),2010,7230100007,FLC-019,,Fort Lewis College (FLC),FOUN,"Supplemental Work for Museum Exhibit Plan , Fort Union NM Visitor Center PMIS #70938",,,,,2010-03-03 00:00,2011-12-31 00:00,Cultural,$0.00 ,$0.00 ,"$17,860.00 ","$17,860.00 ",$0.00 ,0,H1200090005,7280-8051-M2E,,,,,M2E,,,Final Report,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,1,,0,,1,Kevin Britz,Marie Sauter
National Park Service (NPS),2010,10AC00169,UAZCP-217,,University of Arizona (UAZ),CARE CHIC DINO GLAC GRTE ROMO,Catalog Archives for Six Parks,,,,,2010-04-15 00:00,2014-03-31 00:00,Cultural,$0.00 ,$0.00 ,"$112,405.00 ","$112,405.00 ",$0.00 ,0,H1200090005,MULTIPLE - 7 accounts,,,,,UOC,,,Final Report,Jan-14,Nov-14,"pws: UOC, IZY and UCC
R8100100118",1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,1,,0,,1,Rich Lange,Lynn Mitchell
National Park Service (NPS),2010,10AC00114,NAU-373,,Northern Arizona University (NAU),MEVE,Chapin Mesa Archeological Museum:  Upgrade Lobby & Lobby Exhibits Upgrade Information Desk Exhibits,,,Clark,Joelle,2010-07-01 00:00,2013-09-30 00:00,Cultural,$0.00 ,$0.00 ,"$17,750.00 ","$17,750.00 ",$0.00 ,0,H1200090005,1493-1052-MCE,"SLC3EV3, ANT3ES8",,,,MCE,,,Final Report,,,These funds are from being transferred from ANT3ES8 to accommodate the PI's departmental change.  R1493100041,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Educational,0,,0,,1,Joelle Clark,Rosemarie Salazar
National Park Service (NPS),2010,10AC00190,NAU-368,,Northern Arizona University (NAU),NAVA,"Exhibit Design, Navajo National Monument",Masayumptewa,Lloyd,Kelly,Michael,2010-06-30 00:00,2012-06-30 00:00,Cultural,$0.00 ,$0.00 ,"$27,504.00 ","$27,504.00 ",$0.00 ,0,H120009005,7430-F101-I2E,ENV3EU2,,,,I2E,,,Final Report,Apr-13,Nov-14,"R7430100264
Final report covers NAU 368 and 387. Electronic final report on NAU jump drive.",1,2011-04-14 00:00,$0.00 ,$0.00 ,Change in period of performance to 6/30/12. Change in ATR from Ellen Brennan to Lloyd Masayumptewa.,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,,0,,1,Michael Kelly,Lloyd Masayumptewa
National Park Service (NPS),2010,10AC00081,SUU-025,,Southern Utah University (SUU),PISP,Implement Cooperative Study to Understand Bat Ecology of Pipe Spring National Monument and the Kaibab Paiute Reservation,Bornemeier,Andrea,Taylor,John,2010-09-01 00:00,2013-09-30 00:00,Natural,$0.00 ,$0.00 ,"$40,000.00 ","$40,000.00 ",$0.00 ,0,H1200090005,1510-1080-NNS 1501-NZI,,,,,NNS,,,Final Report,,,R1510100370,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,1,,0,,1,John Taylor,Andrea Bornemeier
National Park Service (NPS),2010,10AC00078,UNM-057,.,University of New Mexico (UNM),CHIR CORO,Documentation of Archeological Sites Impacted by Illegal Border Activities within the NPS units of CHIR and CORO,Hubbard,Duane,Huckell,Bruce,2010-08-30 00:00,2012-06-30 00:00,Cultural,$0.00 ,$0.00 ,"$94,983.00 ","$94,983.00 ",$0.00 ,0,H1200090005,8640-2010-PYN,,,,,PYN,,,Final Report,Mar-13,Nov-14,R8620100028,1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,1,,0,,1,Bruce Huckell,Duane Hubbard
National Park Service (NPS),2010,10AC00088,CSUCP-133,,Colorado State University (CSU),CACH,Year 3 -- Restoration of Native Plant Communities Following Saltcedar and Russian Olive Removal at Canyon de Chelly,Castillo,Mick,Paschke,Mark,2010-09-30 00:00,2012-06-01 00:00,Natural,$0.00 ,$0.00 ,"$8,623.00 ","$8,623.00 ",$0.00 ,0,H1200090005,7390-8061-NNS,,,,,NNS,,,Final Report,,,7390100031,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,1,,0,,1,Mark Paschke,Mick Castillo
National Park Service (NPS),2010,10AC00079,NAU-372,,Northern Arizona University (NAU),WUPA,Hydrogeological Investigation and Water table monitoring at Deadman Wash and Little Colorado River confluence area,,,Springer,Abraham,2010-08-31 00:00,2012-12-31 00:00,Natural,$0.00 ,$0.00 ,"$10,000.00 ","$10,000.00 ",$0.00 ,0,H1200090005,7470-10CE-RYY,,,,,RYY,,,Final Report,,,R7470100403,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,1,,0,,1,Abe Springer,Charles Schelz
National Park Service (NPS),2010,1580100364,UNM-054,,University of New Mexico (UNM),YELL,Geomorphic influence of beaver on fluvial systems in the greater Yellowstone Ecosystem,,,,,2010-07-01 00:00,2013-03-01 00:00,Natural,$0.00 ,$0.00 ,"$17,978.00 ","$17,978.00 ",$0.00 ,0,H1200090005,1580-2006-N8I,,,,,N8I,,,Final Report,May-12,Nov-14,"Report covers UNM-16, 32 and 54.
Professional publication included.",1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,1,,0,,1,Grant Meyer,Roy Renkin
National Park Service (NPS),2010,10AC00219,UNM-055,,University of New Mexico (UNM),ELMA,Determining presence of White Nose Syndrome through analyzing soils of caves,,,,,2010-08-01 00:00,2012-12-15 00:00,Natural,$0.00 ,$0.00 ,"$19,979.00 ","$19,979.00 ",$0.00 ,0,H1200090005,7190-NZY,,,,,NZY,,,Final Report,Mar-13,Apr-14,"R7190100019
Report covers both UNM-55 and 70.",1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,1,,0,,1,Diana Northup,Leslie Delong
National Park Service (NPS),2010,843010R708,ASU-064,,Arizona State University (ASU),PEFO,Establishment of Southwest Winter & Monsoonal Climate Change Baseline Values for Petrified Forest National Park,,,,,2010-09-01 00:00,2012-03-31 00:00,Interdisciplinary,$0.00 ,$0.00 ,"$19,716.00 ","$19,716.00 ",$0.00 ,0,H1200090005,8430-CZA,,,,,CZA,,,Final Report,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,1,,0,,1,Randall Cerveny,Judy Bischoff
National Park Service (NPS),2010,8680100013,UNM-046,,University of New Mexico (UNM),TONT,Archeological Testing for Determination of Eligibility and Preservation of the Hidden Ridge Archaic Site in Tonto National Monument,,,,,2010-05-01 00:00,2012-01-31 00:00,Cultural,$0.00 ,$0.00 ,"$29,737.00 ","$29,737.00 ",$0.00 ,0,H1200090005,8680-1040-CMS,,,,,CMS,,,Final Report,Sep-11,Feb-12,,1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,1,,0,,1,Bruce Huckell,Duane Hubbard
National Park Service (NPS),2010,1360100128,SUU-020,,Southern Utah University (SUU),CEBR,YIP:  Career Internship Corps CIC Project -- Intergovernmental Internship Cooperative,,,Curtis,Wes,2010-05-10 00:00,2012-07-31 00:00,Interdisciplinary,$0.00 ,$0.00 ,"$119,043.00 ","$119,043.00 ",$0.00 ,0,H1200090005,1360-YIP0-SZT,,,,,SZT,,,Final Report,Jun-12,Apr-13,,1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Educational,1,,0,,1,Wes Curtis,Paul Roelandt
National Park Service (NPS),2010,1247100008,FLC-020,,Fort Lewis College (FLC),IMDE SOAR,Collecting the Intermountain Region's GHG Emissions Data,,,,,2010-05-14 00:00,2010-12-31 00:00,Natural,$0.00 ,$0.00 ,"$26,566.00 ","$26,566.00 ",$0.00 ,0,H1200090005,1261-YIP0-NYY,,,,,NYY,,,Final Report,Mar-11,May-11,Project manager Brad Traver,1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Educational,1,,0,,1,Tina Evans,Christine Whitacre
National Park Service (NPS),2010,1378100010,NAU-357,,Northern Arizona University (NAU),COLM,"Wayside Exhibit Design, Colorado National Monument",,,Kelly,Michael,2010-04-15 00:00,2011-12-30 00:00,Cultural,$0.00 ,$0.00 ,"$47,305.00 ","$47,305.00 ",$0.00 ,0,H1200090005,1378-1051-MCE,ENV3EM4,,,,MCE,,,Final Report,Nov-11,Mar-12,,1,2010-09-23 00:00,"$10,022.00 ",$0.00 ,"Increase in budget.
Change in project performance period.",2011-03-28 00:00,,$0.00 ,Change in period of performance from 2/15/11 to 9/30/11,2011-11-01 00:00,$0.00 ,$0.00 ,Change in period of performance from 9/30/11 to 12/30/11.,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,1,,0,,1,Michael Kelly,Linda Lutz-Ryan
National Park Service (NPS),2010,8230100184,NAU-360,,Northern Arizona University (NAU),PARA,Develop Archeology Curriculum,Pepito,Rosie,Clark,Joelle,2010-05-10 00:00,2011-03-31 00:00,Cultural,$0.00 ,"$19,487.00 ","$19,487.00 ",$0.00 ,$0.00 ,0,H1200090005,8230-10001-ICF,ANT3EM8,,,,ICF,,,Final Report,Oct-11,Mar-12,,1,2011-02-09 00:00,$0.00 ,$0.00 ,"This modification includes an NCE, a change in the NPS ATR and an updated scope of work. See document. It also includes a change in Period of Performance.",,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Educational,1,,0,,1,Joelle Clark,Jeff Bradybaugh
National Park Service (NPS),2010,10AC00110,UAZCP-219,,University of Arizona (UAZ),CASA CHIR CORO FOBO MOCA NAVA ORPI SAGU TONT TUMA,Year 2 - Herbarium Imaging Project,,,,,2010-06-01 00:00,2013-12-31 00:00,Interdisciplinary,$0.00 ,$0.00 ,"$16,589.00 ","$16,589.00 ",$0.00 ,0,H1200090005,2301-CECP-RYY 2301-1014-NNS,,,,,NNS,,,Final Report,,,R2370107006,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,1,,0,,1,Michelle McMahon,Ann Hitchcock
National Park Service (NPS),2010,10AC00102,USUCP-045,,Utah State University (USU),ARCH,Ecological Effects of Magnesium Chloride as a Dust Suppressant,,,Brunson,Mark,2010-04-15 00:00,2013-01-31 00:00,Natural,$0.00 ,$0.00 ,"$30,355.00 ","$30,355.00 ",$0.00 ,0,H1200090005,1348-1000-RZZ  1348-10CE-RYY,,,,,RYY,,,Final Report,,,R1344100005,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,1,,0,,1,Mark Brunson,Mark Miller
